ID,Date,StoreID,MachineType,Amount,Revenue,Revenue ShopA,Revenue ShopB,Revenue ShopC,RO ShopA,RO ShopB,RO ShopC,Alkaline ShopA,Alkaline ShopB,Alkaline ShopC,Hydrogen ShopA,Hydrogen ShopB,Hydrogen ShopC,Ice ShopA,Ice ShopB,Ice ShopC,UV ShopA,UV ShopB,UV ShopC,Mineral ShopA,Mineral ShopB,Mineral ShopC
PAY-01197,2025-01-03,ShopC,RO,38.23,,,,,,,,,,,,,,,,,,,,,,
PAY-01198,2025-01-03,ShopC,RO,6.13,,,,,,,,,,,,,,,,,,,,,,
PAY-01199,2025-01-03,ShopC,RO,10.37,,,,,,,,,,,,,,,,,,,,,,
PAY-01200,2025-01-03,ShopC,Hydrogen,38.21,,,,,,,,,,,,,,,,,,,,,,
PAY-01201,2025-01-03,ShopC,Hydrogen,18.02,,,,,,,,,,,,,,,,,,,,,,
PAY-01202,2025-01-03,ShopC,Hydrogen,31.71,,,,,,,,,,,,,,,,,,,,,,
PAY-01203,2025-01-03,ShopC,Ice,9.82,,,,,,,,,,,,,,,,,,,,,,
PAY-01204,2025-01-03,ShopC,Ice,17.84,,,,,,,,,,,,,,,,,,,,,,
PAY-01205,2025-01-03,ShopC,Ice,16.0,,,,,,,,,,,,,,,,,,,,,,
PAY-01206,2025-01-03,ShopC,Ice,14.75,,,,,,,,,,,,,,,,,,,,,,
PAY-01207,2025-01-04,ShopA,Alkaline,11.51,,,,,,,,,,,,,,,,,,,,,,
PAY-01208,2025-01-04,ShopA,Alkaline,23.12,,,,,,,,,,,,,,,,,,,,,,
PAY-01209,2025-01-04,ShopA,Alkaline,36.97,,,,,,,,,,,,,,,,,,,,,,
PAY-01210,2025-01-04,ShopA,Alkaline,9.12,,,,,,,,,,,,,,,,,,,,,,
PAY-01211,2025-01-04,ShopA,Alkaline,32.12,,,,,,,,,,,,,,,,,,,,,,
PAY-01212,2025-01-04,ShopA,RO,20.62,,,,,,,,,,,,,,,,,,,,,,
PAY-01213,2025-01-04,ShopA,RO,39.87,,,,,,,,,,,,,,,,,,,,,,
PAY-01214,2025-01-04,ShopA,RO,15.0,,,,,,,,,,,,,,,,,,,,,,
PAY-01215,2025-01-04,ShopA,RO,37.08,,,,,,,,,,,,,,,,,,,,,,
PAY-01216,2025-01-04,ShopA,RO,22.19,,,,,,,,,,,,,,,,,,,,,,
PAY-01217,2025-01-04,ShopA,Ice,34.85,,,,,,,,,,,,,,,,,,,,,,
PAY-01218,2025-01-04,ShopA,UV,11.04,,,,,,,,,,,,,,,,,,,,,,
PAY-01219,2025-01-04,ShopA,UV,29.97,,,,,,,,,,,,,,,,,,,,,,
PAY-01220,2025-01-04,ShopA,UV,39.9,,,,,,,,,,,,,,,,,,,,,,
PAY-01221,2025-01-04,ShopA,Mineral,38.86,,,,,,,,,,,,,,,,,,,,,,
PAY-01222,2025-01-04,ShopA,Mineral,39.53,,,,,,,,,,,,,,,,,,,,,,
PAY-01223,2025-01-04,ShopA,Mineral,28.37,,,,,,,,,,,,,,,,,,,,,,
PAY-01224,2025-01-04,ShopA,Mineral,29.83,,,,,,,,,,,,,,,,,,,,,,
PAY-01225,2025-01-04,ShopA,Mineral,24.25,,,,,,,,,,,,,,,,,,,,,,
PAY-01226,2025-01-04,ShopB,Alkaline,36.2,,,,,,,,,,,,,,,,,,,,,,
PAY-01227,2025-01-04,ShopB,Alkaline,34.8,,,,,,,,,,,,,,,,,,,,,,
PAY-01228,2025-01-04,ShopB,RO,29.83,,,,,,,,,,,,,,,,,,,,,,
PAY-01229,2025-01-04,ShopB,RO,29.51,,,,,,,,,,,,,,,,,,,,,,
PAY-01230,2025-01-04,ShopB,RO,11.09,,,,,,,,,,,,,,,,,,,,,,
PAY-01231,2025-01-04,ShopB,RO,17.65,,,,,,,,,,,,,,,,,,,,,,
PAY-01232,2025-01-04,ShopB,RO,12.85,,,,,,,,,,,,,,,,,,,,,,
PAY-01233,2025-01-04,ShopB,Hydrogen,32.72,,,,,,,,,,,,,,,,,,,,,,
PAY-01234,2025-01-04,ShopB,Ice,32.66,,,,,,,,,,,,,,,,,,,,,,
PAY-01235,2025-01-04,ShopB,Mineral,24.39,,,,,,,,,,,,,,,,,,,,,,
PAY-01236,2025-01-04,ShopB,Mineral,17.91,,,,,,,,,,,,,,,,,,,,,,
PAY-01237,2025-01-04,ShopC,Alkaline,9.54,,,,,,,,,,,,,,,,,,,,,,
PAY-01238,2025-01-04,ShopC,Alkaline,35.95,,,,,,,,,,,,,,,,,,,,,,
PAY-01239,2025-01-04,ShopC,Alkaline,7.3,,,,,,,,,,,,,,,,,,,,,,
PAY-01240,2025-01-04,ShopC,Alkaline,18.94,,,,,,,,,,,,,,,,,,,,,,
PAY-01241,2025-01-04,ShopC,RO,30.16,,,,,,,,,,,,,,,,,,,,,,
PAY-01242,2025-01-04,ShopC,RO,23.4,,,,,,,,,,,,,,,,,,,,,,
PAY-01243,2025-01-04,ShopC,RO,31.92,,,,,,,,,,,,,,,,,,,,,,
PAY-01244,2025-01-04,ShopC,RO,33.82,,,,,,,,,,,,,,,,,,,,,,
PAY-01245,2025-01-04,ShopC,RO,7.58,,,,,,,,,,,,,,,,,,,,,,
PAY-01246,2025-01-04,ShopC,Hydrogen,27.48,,,,,,,,,,,,,,,,,,,,,,
PAY-01247,2025-01-04,ShopC,Hydrogen,20.75,,,,,,,,,,,,,,,,,,,,,,
PAY-01248,2025-01-04,ShopC,Ice,23.11,,,,,,,,,,,,,,,,,,,,,,
PAY-01249,2025-01-04,ShopC,Ice,9.49,,,,,,,,,,,,,,,,,,,,,,
PAY-01250,2025-01-04,ShopC,Ice,34.02,,,,,,,,,,,,,,,,,,,,,,
PAY-01251,2025-01-04,ShopC,Ice,24.3,,,,,,,,,,,,,,,,,,,,,,
PAY-01252,2025-01-04,ShopC,Ice,25.57,,,,,,,,,,,,,,,,,,,,,,
PAY-01253,2025-01-04,ShopC,UV,20.14,,,,,,,,,,,,,,,,,,,,,,
PAY-01254,2025-01-05,ShopA,RO,10.36,,,,,,,,,,,,,,,,,,,,,,
PAY-01255,2025-01-05,ShopA,RO,10.76,,,,,,,,,,,,,,,,,,,,,,
PAY-01256,2025-01-05,ShopA,RO,16.29,,,,,,,,,,,,,,,,,,,,,,
PAY-01257,2025-01-05,ShopA,RO,29.83,,,,,,,,,,,,,,,,,,,,,,
PAY-01258,2025-01-05,ShopA,Hydrogen,38.16,,,,,,,,,,,,,,,,,,,,,,
PAY-01259,2025-01-05,ShopA,Hydrogen,23.16,,,,,,,,,,,,,,,,,,,,,,
PAY-01260,2025-01-05,ShopA,Ice,34.61,,,,,,,,,,,,,,,,,,,,,,
PAY-01261,2025-01-05,ShopA,Ice,13.77,,,,,,,,,,,,,,,,,,,,,,
PAY-01262,2025-01-05,ShopA,UV,38.47,,,,,,,,,,,,,,,,,,,,,,
PAY-01263,2025-01-05,ShopA,UV,14.61,,,,,,,,,,,,,,,,,,,,,,
PAY-01264,2025-01-05,ShopA,UV,26.88,,,,,,,,,,,,,,,,,,,,,,
PAY-01265,2025-01-05,ShopA,UV,26.5,,,,,,,,,,,,,,,,,,,,,,
PAY-01266,2025-01-05,ShopA,UV,8.27,,,,,,,,,,,,,,,,,,,,,,
PAY-01267,2025-01-05,ShopA,Mineral,10.9,,,,,,,,,,,,,,,,,,,,,,
PAY-01268,2025-01-05,ShopA,Mineral,37.96,,,,,,,,,,,,,,,,,,,,,,
PAY-01269,2025-01-05,ShopA,Mineral,10.4,,,,,,,,,,,,,,,,,,,,,,
PAY-01270,2025-01-05,ShopA,Mineral,28.06,,,,,,,,,,,,,,,,,,,,,,
PAY-01271,2025-01-05,ShopA,Mineral,30.22,,,,,,,,,,,,,,,,,,,,,,
PAY-01272,2025-01-05,ShopB,Alkaline,16.82,,,,,,,,,,,,,,,,,,,,,,
PAY-01273,2025-01-05,ShopB,Alkaline,37.34,,,,,,,,,,,,,,,,,,,,,,
PAY-01274,2025-01-05,ShopB,Alkaline,6.44,,,,,,,,,,,,,,,,,,,,,,
PAY-01275,2025-01-05,ShopB,Alkaline,35.23,,,,,,,,,,,,,,,,,,,,,,
PAY-01276,2025-01-05,ShopB,Ice,31.99,,,,,,,,,,,,,,,,,,,,,,
PAY-01277,2025-01-05,ShopB,Ice,14.26,,,,,,,,,,,,,,,,,,,,,,
PAY-01278,2025-01-05,ShopB,Ice,12.38,,,,,,,,,,,,,,,,,,,,,,
PAY-01279,2025-01-05,ShopB,Ice,25.02,,,,,,,,,,,,,,,,,,,,,,
PAY-01280,2025-01-05,ShopB,Ice,26.63,,,,,,,,,,,,,,,,,,,,,,
PAY-01281,2025-01-05,ShopB,Mineral,36.11,,,,,,,,,,,,,,,,,,,,,,
PAY-01282,2025-01-05,ShopB,Mineral,24.1,,,,,,,,,,,,,,,,,,,,,,
PAY-01283,2025-01-05,ShopB,Mineral,27.47,,,,,,,,,,,,,,,,,,,,,,
PAY-01284,2025-01-05,ShopC,Alkaline,21.9,,,,,,,,,,,,,,,,,,,,,,
PAY-01285,2025-01-05,ShopC,Alkaline,33.16,,,,,,,,,,,,,,,,,,,,,,
PAY-01286,2025-01-05,ShopC,RO,19.21,,,,,,,,,,,,,,,,,,,,,,
PAY-01287,2025-01-05,ShopC,RO,20.87,,,,,,,,,,,,,,,,,,,,,,
PAY-01288,2025-01-05,ShopC,RO,29.1,,,,,,,,,,,,,,,,,,,,,,
PAY-01289,2025-01-05,ShopC,RO,10.53,,,,,,,,,,,,,,,,,,,,,,
PAY-01290,2025-01-05,ShopC,RO,19.55,,,,,,,,,,,,,,,,,,,,,,
PAY-01291,2025-01-05,ShopC,Hydrogen,12.14,,,,,,,,,,,,,,,,,,,,,,
PAY-01292,2025-01-05,ShopC,Hydrogen,26.23,,,,,,,,,,,,,,,,,,,,,,
PAY-01293,2025-01-05,ShopC,Hydrogen,15.94,,,,,,,,,,,,,,,,,,,,,,
PAY-01294,2025-01-05,ShopC,Ice,16.18,,,,,,,,,,,,,,,,,,,,,,
PAY-01295,2025-01-05,ShopC,Ice,39.58,,,,,,,,,,,,,,,,,,,,,,
PAY-01296,2025-01-05,ShopC,Ice,17.09,,,,,,,,,,,,,,,,,,,,,,
PAY-01297,2025-01-05,ShopC,Ice,18.96,,,,,,,,,,,,,,,,,,,,,,
PAY-01298,2025-01-05,ShopC,Ice,31.62,,,,,,,,,,,,,,,,,,,,,,
PAY-01299,2025-01-05,ShopC,UV,24.66,,,,,,,,,,,,,,,,,,,,,,
PAY-01300,2025-01-05,ShopC,UV,16.17,,,,,,,,,,,,,,,,,,,,,,
PAY-01301,2025-01-05,ShopC,UV,21.33,,,,,,,,,,,,,,,,,,,,,,
PAY-01302,2025-01-05,ShopC,UV,14.36,,,,,,,,,,,,,,,,,,,,,,
PAY-01303,2025-01-05,ShopC,Mineral,9.93,,,,,,,,,,,,,,,,,,,,,,
PAY-01304,2025-01-06,ShopA,RO,38.09,,,,,,,,,,,,,,,,,,,,,,
PAY-01305,2025-01-06,ShopA,RO,35.25,,,,,,,,,,,,,,,,,,,,,,
PAY-01306,2025-01-06,ShopA,Hydrogen,13.69,,,,,,,,,,,,,,,,,,,,,,
PAY-01307,2025-01-06,ShopA,Hydrogen,35.29,,,,,,,,,,,,,,,,,,,,,,
PAY-01308,2025-01-06,ShopA,Hydrogen,10.59,,,,,,,,,,,,,,,,,,,,,,
PAY-01309,2025-01-06,ShopA,Ice,37.68,,,,,,,,,,,,,,,,,,,,,,
PAY-01310,2025-01-06,ShopA,Ice,30.24,,,,,,,,,,,,,,,,,,,,,,
PAY-01311,2025-01-06,ShopA,UV,31.71,,,,,,,,,,,,,,,,,,,,,,
PAY-01312,2025-01-06,ShopA,Mineral,39.86,,,,,,,,,,,,,,,,,,,,,,
PAY-01313,2025-01-06,ShopA,Mineral,21.34,,,,,,,,,,,,,,,,,,,,,,
PAY-01314,2025-01-06,ShopA,Mineral,35.77,,,,,,,,,,,,,,,,,,,,,,
PAY-01315,2025-01-06,ShopB,Alkaline,5.81,,,,,,,,,,,,,,,,,,,,,,
PAY-01316,2025-01-06,ShopB,Alkaline,38.08,,,,,,,,,,,,,,,,,,,,,,
PAY-01317,2025-01-06,ShopB,Alkaline,22.69,,,,,,,,,,,,,,,,,,,,,,
PAY-01318,2025-01-06,ShopB,RO,12.53,,,,,,,,,,,,,,,,,,,,,,
PAY-01319,2025-01-06,ShopB,Hydrogen,6.7,,,,,,,,,,,,,,,,,,,,,,
PAY-01320,2025-01-06,ShopB,Hydrogen,14.85,,,,,,,,,,,,,,,,,,,,,,
PAY-01321,2025-01-06,ShopB,Ice,35.88,,,,,,,,,,,,,,,,,,,,,,
PAY-01322,2025-01-06,ShopB,Ice,27.9,,,,,,,,,,,,,,,,,,,,,,
PAY-01323,2025-01-06,ShopB,Ice,21.47,,,,,,,,,,,,,,,,,,,,,,
PAY-01324,2025-01-06,ShopB,Ice,23.78,,,,,,,,,,,,,,,,,,,,,,
PAY-01325,2025-01-06,ShopB,Mineral,9.69,,,,,,,,,,,,,,,,,,,,,,
PAY-01326,2025-01-06,ShopB,Mineral,14.26,,,,,,,,,,,,,,,,,,,,,,
PAY-01327,2025-01-06,ShopB,Mineral,17.8,,,,,,,,,,,,,,,,,,,,,,
PAY-01328,2025-01-06,ShopC,Alkaline,17.81,,,,,,,,,,,,,,,,,,,,,,
PAY-01329,2025-01-06,ShopC,Alkaline,19.02,,,,,,,,,,,,,,,,,,,,,,
PAY-01330,2025-01-06,ShopC,Alkaline,24.96,,,,,,,,,,,,,,,,,,,,,,
PAY-01331,2025-01-06,ShopC,RO,17.69,,,,,,,,,,,,,,,,,,,,,,
PAY-01332,2025-01-06,ShopC,Hydrogen,7.57,,,,,,,,,,,,,,,,,,,,,,
PAY-01333,2025-01-06,ShopC,Hydrogen,22.65,,,,,,,,,,,,,,,,,,,,,,
PAY-01334,2025-01-06,ShopC,Ice,14.79,,,,,,,,,,,,,,,,,,,,,,
PAY-01335,2025-01-06,ShopC,Ice,39.62,,,,,,,,,,,,,,,,,,,,,,
PAY-01336,2025-01-06,ShopC,Ice,28.81,,,,,,,,,,,,,,,,,,,,,,
PAY-01337,2025-01-06,ShopC,Ice,9.16,,,,,,,,,,,,,,,,,,,,,,
PAY-01338,2025-01-06,ShopC,Mineral,18.06,,,,,,,,,,,,,,,,,,,,,,
PAY-01339,2025-01-06,ShopC,Mineral,39.54,,,,,,,,,,,,,,,,,,,,,,
PAY-01340,2025-01-06,ShopC,Mineral,24.52,,,,,,,,,,,,,,,,,,,,,,
PAY-01341,2025-01-07,ShopA,Alkaline,31.42,,,,,,,,,,,,,,,,,,,,,,
PAY-01342,2025-01-07,ShopA,Alkaline,11.97,,,,,,,,,,,,,,,,,,,,,,
PAY-01343,2025-01-07,ShopA,RO,19.05,,,,,,,,,,,,,,,,,,,,,,
PAY-01344,2025-01-07,ShopA,RO,6.41,,,,,,,,,,,,,,,,,,,,,,
PAY-01345,2025-01-07,ShopA,RO,6.36,,,,,,,,,,,,,,,,,,,,,,
PAY-01346,2025-01-07,ShopA,RO,29.98,,,,,,,,,,,,,,,,,,,,,,
PAY-01347,2025-01-07,ShopA,Hydrogen,23.18,,,,,,,,,,,,,,,,,,,,,,
PAY-01348,2025-01-07,ShopA,Hydrogen,10.21,,,,,,,,,,,,,,,,,,,,,,
PAY-01349,2025-01-07,ShopA,Hydrogen,36.26,,,,,,,,,,,,,,,,,,,,,,
PAY-01350,2025-01-07,ShopA,Ice,16.48,,,,,,,,,,,,,,,,,,,,,,
PAY-01351,2025-01-07,ShopA,UV,16.15,,,,,,,,,,,,,,,,,,,,,,
PAY-01352,2025-01-07,ShopA,UV,18.75,,,,,,,,,,,,,,,,,,,,,,
PAY-01353,2025-01-07,ShopA,UV,26.58,,,,,,,,,,,,,,,,,,,,,,
PAY-01354,2025-01-07,ShopA,UV,34.49,,,,,,,,,,,,,,,,,,,,,,
PAY-01355,2025-01-07,ShopA,Mineral,16.77,,,,,,,,,,,,,,,,,,,,,,
PAY-01356,2025-01-07,ShopA,Mineral,33.99,,,,,,,,,,,,,,,,,,,,,,
PAY-01357,2025-01-07,ShopA,Mineral,23.63,,,,,,,,,,,,,,,,,,,,,,
PAY-01358,2025-01-07,ShopA,Mineral,29.81,,,,,,,,,,,,,,,,,,,,,,
PAY-01359,2025-01-07,ShopB,Alkaline,21.62,,,,,,,,,,,,,,,,,,,,,,
PAY-01360,2025-01-07,ShopB,Alkaline,5.58,,,,,,,,,,,,,,,,,,,,,,
PAY-01361,2025-01-07,ShopB,RO,28.58,,,,,,,,,,,,,,,,,,,,,,
PAY-01362,2025-01-07,ShopB,RO,39.3,,,,,,,,,,,,,,,,,,,,,,
PAY-01363,2025-01-07,ShopB,Hydrogen,15.77,,,,,,,,,,,,,,,,,,,,,,
PAY-01364,2025-01-07,ShopB,Hydrogen,36.46,,,,,,,,,,,,,,,,,,,,,,
PAY-01365,2025-01-07,ShopB,Hydrogen,35.52,,,,,,,,,,,,,,,,,,,,,,
PAY-01366,2025-01-07,ShopB,Hydrogen,27.02,,,,,,,,,,,,,,,,,,,,,,
PAY-01367,2025-01-07,ShopB,Ice,21.61,,,,,,,,,,,,,,,,,,,,,,
PAY-01368,2025-01-07,ShopB,Ice,38.85,,,,,,,,,,,,,,,,,,,,,,
PAY-01369,2025-01-07,ShopB,Ice,32.4,,,,,,,,,,,,,,,,,,,,,,
PAY-01370,2025-01-07,ShopB,Ice,32.17,,,,,,,,,,,,,,,,,,,,,,
PAY-01371,2025-01-07,ShopB,UV,12.96,,,,,,,,,,,,,,,,,,,,,,
PAY-01372,2025-01-07,ShopB,UV,6.8,,,,,,,,,,,,,,,,,,,,,,
PAY-01373,2025-01-07,ShopB,UV,21.82,,,,,,,,,,,,,,,,,,,,,,
PAY-01374,2025-01-07,ShopB,UV,23.35,,,,,,,,,,,,,,,,,,,,,,
PAY-01375,2025-01-07,ShopB,Mineral,26.69,,,,,,,,,,,,,,,,,,,,,,
PAY-01376,2025-01-07,ShopB,Mineral,34.44,,,,,,,,,,,,,,,,,,,,,,
PAY-01377,2025-01-07,ShopB,Mineral,10.17,,,,,,,,,,,,,,,,,,,,,,
PAY-01378,2025-01-07,ShopB,Mineral,28.83,,,,,,,,,,,,,,,,,,,,,,
PAY-01379,2025-01-07,ShopB,Mineral,6.1,,,,,,,,,,,,,,,,,,,,,,
PAY-01380,2025-01-07,ShopC,Alkaline,8.85,,,,,,,,,,,,,,,,,,,,,,
PAY-01381,2025-01-07,ShopC,Alkaline,5.66,,,,,,,,,,,,,,,,,,,,,,
PAY-01382,2025-01-07,ShopC,Alkaline,15.98,,,,,,,,,,,,,,,,,,,,,,
PAY-01383,2025-01-07,ShopC,Alkaline,10.3,,,,,,,,,,,,,,,,,,,,,,
PAY-01384,2025-01-07,ShopC,Alkaline,29.17,,,,,,,,,,,,,,,,,,,,,,
PAY-01385,2025-01-07,ShopC,RO,22.56,,,,,,,,,,,,,,,,,,,,,,
PAY-01386,2025-01-07,ShopC,RO,26.4,,,,,,,,,,,,,,,,,,,,,,
PAY-01387,2025-01-07,ShopC,RO,21.51,,,,,,,,,,,,,,,,,,,,,,
PAY-01388,2025-01-07,ShopC,Hydrogen,30.46,,,,,,,,,,,,,,,,,,,,,,
PAY-01389,2025-01-07,ShopC,Hydrogen,29.7,,,,,,,,,,,,,,,,,,,,,,
PAY-01390,2025-01-07,ShopC,Hydrogen,23.15,,,,,,,,,,,,,,,,,,,,,,
PAY-01391,2025-01-07,ShopC,Hydrogen,24.63,,,,,,,,,,,,,,,,,,,,,,
PAY-01392,2025-01-07,ShopC,Hydrogen,39.93,,,,,,,,,,,,,,,,,,,,,,
PAY-01393,2025-01-07,ShopC,Ice,23.39,,,,,,,,,,,,,,,,,,,,,,
PAY-01394,2025-01-07,ShopC,Ice,15.98,,,,,,,,,,,,,,,,,,,,,,
PAY-01395,2025-01-07,ShopC,Ice,11.06,,,,,,,,,,,,,,,,,,,,,,
PAY-01396,2025-01-07,ShopC,UV,16.98,,,,,,,,,,,,,,,,,,,,,,
PAY-01397,2025-01-07,ShopC,UV,17.4,,,,,,,,,,,,,,,,,,,,,,
PAY-01398,2025-01-07,ShopC,UV,32.02,,,,,,,,,,,,,,,,,,,,,,
PAY-01399,2025-01-07,ShopC,UV,30.23,,,,,,,,,,,,,,,,,,,,,,
PAY-01400,2025-01-07,ShopC,Mineral,33.13,,,,,,,,,,,,,,,,,,,,,,
PAY-01401,2025-01-07,ShopC,Mineral,14.25,,,,,,,,,,,,,,,,,,,,,,
PAY-01402,2025-01-07,ShopC,Mineral,21.95,,,,,,,,,,,,,,,,,,,,,,
PAY-01403,2025-01-07,ShopC,Mineral,38.51,,,,,,,,,,,,,,,,,,,,,,
PAY-01404,2025-01-07,ShopC,Mineral,14.77,,,,,,,,,,,,,,,,,,,,,,
PAY-01405,2025-01-08,ShopA,Alkaline,12.87,,,,,,,,,,,,,,,,,,,,,,
PAY-01406,2025-01-08,ShopA,Alkaline,39.05,,,,,,,,,,,,,,,,,,,,,,
PAY-01407,2025-01-08,ShopA,RO,31.99,,,,,,,,,,,,,,,,,,,,,,
PAY-01408,2025-01-08,ShopA,RO,29.67,,,,,,,,,,,,,,,,,,,,,,
PAY-01409,2025-01-08,ShopA,Hydrogen,29.67,,,,,,,,,,,,,,,,,,,,,,
PAY-01410,2025-01-08,ShopA,Hydrogen,16.1,,,,,,,,,,,,,,,,,,,,,,
PAY-01411,2025-01-08,ShopA,Hydrogen,17.21,,,,,,,,,,,,,,,,,,,,,,
PAY-01412,2025-01-08,ShopA,Hydrogen,37.68,,,,,,,,,,,,,,,,,,,,,,
PAY-01413,2025-01-08,ShopA,Hydrogen,32.84,,,,,,,,,,,,,,,,,,,,,,
PAY-01414,2025-01-08,ShopA,Ice,15.07,,,,,,,,,,,,,,,,,,,,,,
PAY-01415,2025-01-08,ShopA,Ice,25.07,,,,,,,,,,,,,,,,,,,,,,
PAY-01416,2025-01-08,ShopA,UV,18.29,,,,,,,,,,,,,,,,,,,,,,
PAY-01417,2025-01-08,ShopA,UV,39.31,,,,,,,,,,,,,,,,,,,,,,
PAY-01418,2025-01-08,ShopA,UV,33.64,,,,,,,,,,,,,,,,,,,,,,
PAY-01419,2025-01-08,ShopA,UV,38.41,,,,,,,,,,,,,,,,,,,,,,
PAY-01420,2025-01-08,ShopA,Mineral,15.17,,,,,,,,,,,,,,,,,,,,,,
PAY-01421,2025-01-08,ShopB,Alkaline,38.44,,,,,,,,,,,,,,,,,,,,,,
PAY-01422,2025-01-08,ShopB,Alkaline,7.77,,,,,,,,,,,,,,,,,,,,,,
PAY-01423,2025-01-08,ShopB,RO,27.96,,,,,,,,,,,,,,,,,,,,,,
PAY-01424,2025-01-08,ShopB,RO,31.16,,,,,,,,,,,,,,,,,,,,,,
PAY-01425,2025-01-08,ShopB,RO,12.49,,,,,,,,,,,,,,,,,,,,,,
PAY-01426,2025-01-08,ShopB,Hydrogen,14.49,,,,,,,,,,,,,,,,,,,,,,
PAY-01427,2025-01-08,ShopB,Hydrogen,24.67,,,,,,,,,,,,,,,,,,,,,,
PAY-01428,2025-01-08,ShopB,Hydrogen,14.51,,,,,,,,,,,,,,,,,,,,,,
PAY-01429,2025-01-08,ShopB,Hydrogen,8.82,,,,,,,,,,,,,,,,,,,,,,
PAY-01430,2025-01-08,ShopB,Ice,25.54,,,,,,,,,,,,,,,,,,,,,,
PAY-01431,2025-01-08,ShopB,Ice,13.49,,,,,,,,,,,,,,,,,,,,,,
PAY-01432,2025-01-08,ShopB,Ice,28.44,,,,,,,,,,,,,,,,,,,,,,
PAY-01433,2025-01-08,ShopB,Ice,23.59,,,,,,,,,,,,,,,,,,,,,,
PAY-01434,2025-01-08,ShopB,Ice,27.33,,,,,,,,,,,,,,,,,,,,,,
PAY-01435,2025-01-08,ShopC,Alkaline,16.56,,,,,,,,,,,,,,,,,,,,,,
PAY-01436,2025-01-08,ShopC,Alkaline,21.53,,,,,,,,,,,,,,,,,,,,,,
PAY-01437,2025-01-08,ShopC,Alkaline,28.84,,,,,,,,,,,,,,,,,,,,,,
PAY-01438,2025-01-08,ShopC,RO,5.18,,,,,,,,,,,,,,,,,,,,,,
PAY-01439,2025-01-08,ShopC,Hydrogen,39.23,,,,,,,,,,,,,,,,,,,,,,
PAY-01440,2025-01-08,ShopC,Hydrogen,10.53,,,,,,,,,,,,,,,,,,,,,,
PAY-01441,2025-01-08,ShopC,Hydrogen,27.85,,,,,,,,,,,,,,,,,,,,,,
PAY-01442,2025-01-08,ShopC,Hydrogen,35.82,,,,,,,,,,,,,,,,,,,,,,
PAY-01443,2025-01-08,ShopC,Ice,21.71,,,,,,,,,,,,,,,,,,,,,,
PAY-01444,2025-01-08,ShopC,Ice,11.98,,,,,,,,,,,,,,,,,,,,,,
PAY-01445,2025-01-08,ShopC,Ice,38.74,,,,,,,,,,,,,,,,,,,,,,
PAY-01446,2025-01-08,ShopC,UV,14.99,,,,,,,,,,,,,,,,,,,,,,
PAY-01447,2025-01-08,ShopC,UV,7.07,,,,,,,,,,,,,,,,,,,,,,
PAY-01448,2025-01-09,ShopA,Alkaline,25.09,,,,,,,,,,,,,,,,,,,,,,
PAY-01449,2025-01-09,ShopA,Alkaline,23.73,,,,,,,,,,,,,,,,,,,,,,
PAY-01450,2025-01-09,ShopA,Alkaline,30.31,,,,,,,,,,,,,,,,,,,,,,
PAY-01451,2025-01-09,ShopA,Alkaline,37.78,,,,,,,,,,,,,,,,,,,,,,
PAY-01452,2025-01-09,ShopA,Alkaline,36.96,,,,,,,,,,,,,,,,,,,,,,
PAY-01453,2025-01-09,ShopA,RO,19.63,,,,,,,,,,,,,,,,,,,,,,
PAY-01454,2025-01-09,ShopA,Hydrogen,37.69,,,,,,,,,,,,,,,,,,,,,,
PAY-01455,2025-01-09,ShopA,UV,32.58,,,,,,,,,,,,,,,,,,,,,,
PAY-01456,2025-01-09,ShopA,UV,11.52,,,,,,,,,,,,,,,,,,,,,,
PAY-01457,2025-01-09,ShopA,UV,31.22,,,,,,,,,,,,,,,,,,,,,,
PAY-01458,2025-01-09,ShopA,Mineral,35.69,,,,,,,,,,,,,,,,,,,,,,
PAY-01459,2025-01-09,ShopA,Mineral,5.32,,,,,,,,,,,,,,,,,,,,,,
PAY-01460,2025-01-09,ShopB,Alkaline,26.1,,,,,,,,,,,,,,,,,,,,,,
PAY-01461,2025-01-09,ShopB,Alkaline,37.5,,,,,,,,,,,,,,,,,,,,,,
PAY-01462,2025-01-09,ShopB,Alkaline,16.73,,,,,,,,,,,,,,,,,,,,,,
PAY-01463,2025-01-09,ShopB,Alkaline,20.9,,,,,,,,,,,,,,,,,,,,,,
PAY-01464,2025-01-09,ShopB,RO,24.02,,,,,,,,,,,,,,,,,,,,,,
PAY-01465,2025-01-09,ShopB,RO,22.29,,,,,,,,,,,,,,,,,,,,,,
PAY-01466,2025-01-09,ShopB,RO,37.85,,,,,,,,,,,,,,,,,,,,,,
PAY-01467,2025-01-09,ShopB,RO,34.79,,,,,,,,,,,,,,,,,,,,,,
PAY-01468,2025-01-09,ShopB,RO,21.38,,,,,,,,,,,,,,,,,,,,,,
PAY-01469,2025-01-09,ShopB,Hydrogen,33.31,,,,,,,,,,,,,,,,,,,,,,
PAY-01470,2025-01-09,ShopB,Ice,10.69,,,,,,,,,,,,,,,,,,,,,,
PAY-01471,2025-01-09,ShopB,Ice,21.06,,,,,,,,,,,,,,,,,,,,,,
PAY-01472,2025-01-09,ShopB,UV,30.15,,,,,,,,,,,,,,,,,,,,,,
PAY-01473,2025-01-09,ShopB,UV,5.49,,,,,,,,,,,,,,,,,,,,,,
